id,Clothing ID,Rating
540,1078,5
541,984,5
542,984,5
543,1078,4
544,1104,5
545,984,5
546,1078,5
547,984,5
548,833,3
549,850,5
550,1078,3
551,1078,2
552,984,5
553,850,4
554,1078,5
555,984,5
556,831,4
557,1086,4
558,1044,5
559,820,4
560,1094,5
561,1094,5
562,995,5
563,1094,4
564,1060,5
565,833,1
566,1037,4
567,875,5
568,875,4
569,820,5
570,1037,4
571,820,4
572,1037,5
573,820,5
574,833,1
575,1094,5
576,833,5
577,995,4
578,1094,3
579,875,2
580,1037,3
581,875,2
582,833,3
583,1060,3
584,1094,4
585,835,5
586,1094,4
587,1094,4
588,875,2
589,823,5
590,835,5
591,833,4
592,833,5
593,820,5
594,835,5
595,1060,5
596,1037,3
597,820,4
598,1079,3
599,1060,4
600,875,5
601,835,5
602,1078,5
603,1037,1
604,820,5
605,1072,5
606,1094,3
607,833,4
608,1037,4
609,1094,3
610,995,2
611,252,4
612,634,4
613,985,5
614,1059,5
615,985,5
616,1059,5
617,634,4
618,1059,5
619,252,4
620,634,5
621,252,5
622,117,3
623,117,5
624,634,4
625,252,5
626,252,5
627,634,4
628,1059,5
629,838,4
630,252,5
631,838,5
632,838,1
633,634,5
634,1059,3
635,634,4
636,1008,5
637,838,5
638,620,4
639,634,5
640,1059,5
641,1059,4
642,1059,5
643,634,4
644,1059,2
645,634,4
646,1059,1
647,985,4
648,252,5
649,1059,5
650,1059,5
651,252,5
652,1059,5
653,1059,2
654,252,5
655,1008,5
656,943,5
657,634,2
658,1008,5
659,252,5
660,838,5
661,1059,5
662,1059,5
663,620,5
664,1059,5
665,117,5
666,252,5
667,252,4
668,634,4
669,838,2
670,1008,3
671,1059,4
672,838,5
673,634,5
674,1059,5
675,1059,2
676,1059,3
677,1059,5
678,1008,5
679,117,4
680,886,4
681,1087,4
682,873,5
683,1087,5
684,886,4
685,745,5
686,886,5
687,937,3
688,1087,5
689,937,5
690,937,5
691,1059,5
692,1110,1
693,1059,5
694,1110,4
695,873,3
696,886,5
697,1087,5
698,937,5
699,1110,2
700,886,5
701,937,3
702,886,4
703,1137,5
704,1165,3
705,937,5
706,1110,2
707,1087,5
708,1059,5
709,1137,5
710,745,5
711,937,4
712,1110,4
713,1110,4
714,886,5
715,937,5
716,886,5
717,937,5
718,937,5
719,873,5
720,937,5
721,886,5
722,873,5
723,886,5
724,245,5
725,886,5
726,886,4
727,1087,4
728,937,5
729,1087,3
730,1087,5
731,886,4
732,1110,5
733,886,5
734,1110,4
735,1165,3
736,937,5
737,886,5
738,1137,3
739,1087,5
740,937,5
741,886,4
742,886,4
743,1087,4
744,937,3
745,937,1
746,886,4
747,1137,5
748,886,3
749,886,5
750,937,5
751,937,5
752,1087,5
753,1087,4
754,1087,3
755,1087,2
756,886,5
757,886,5
758,937,3
759,245,5
760,937,5
761,886,5
762,937,3
763,937,3
764,1087,4
765,745,5
766,745,4
767,1087,3
768,937,2
769,937,1
770,1110,4
771,1087,4
772,745,5
773,1087,2
774,1110,5
775,1110,2
776,873,5
777,895,5
778,895,5
779,895,5
780,1072,2
781,895,5
782,945,1
783,895,3
784,850,4
785,945,5
786,895,4
787,805,3
788,850,5
789,850,4
790,895,3
791,1072,5
792,805,4
793,945,1
794,833,3
795,833,5
796,833,5
797,850,5
798,833,4
799,1072,5
800,895,4
801,850,5
802,833,5
803,895,5
804,895,5
805,833,4
806,895,2
807,886,2
808,886,3
809,886,5
810,886,5
811,1078,5
812,1089,5
813,895,3
814,886,2
815,895,3
816,1105,4
817,886,4
818,886,2
819,886,3
820,969,5
821,886,4
822,1078,5
823,1060,4
824,886,5
825,886,2
826,895,3
827,895,4
828,886,3
829,895,2
830,895,2
831,1089,3
832,886,5
833,895,4
834,868,4
835,895,2
836,886,2
837,886,4
838,886,2
839,1089,5
840,1078,5
841,895,4
842,975,3
843,975,5
844,886,4
845,548,5
846,1078,5
847,1060,1
848,886,4
849,886,5
850,886,5
851,886,5
852,1078,5
853,1078,5
854,1078,5
855,895,5
856,886,4
857,594,5
858,895,3
859,886,5
860,886,5
861,1089,5
862,975,3
863,886,5
864,1078,4
865,895,5
866,1060,2
867,895,5
868,975,4
869,886,5
870,975,5
871,815,4
872,1026,5
873,823,2
874,1055,2
875,1081,3
876,2,4
877,1081,5
878,936,5
879,1026,5
880,1081,2
881,299,5
882,1055,4
883,1055,2
884,1026,5
885,1010,4
886,1086,4
887,1055,2
888,1026,5
889,1081,1
890,754,5
891,815,5
892,1164,5
893,860,5
894,952,5
895,952,3
896,861,5
897,1008,4
898,952,4
899,1066,4
900,1008,5
901,1025,1
902,832,3
903,861,3
904,1066,3
905,1008,5
906,1015,5
907,1008,5
908,862,5
909,1008,4
910,952,5
911,1025,5
912,1111,5
913,1066,5
914,80,2
915,1008,3
916,861,5
917,862,5
918,1066,5
919,1008,5
920,1066,4
921,1066,5
922,1008,5
923,861,5
924,1028,5
925,1080,5
926,1008,5
927,1008,3
928,952,5
929,952,5
930,1066,4
931,862,5
932,1015,5
933,1066,5
934,1066,3
935,1066,5
936,1047,5
937,1094,3
938,936,4
939,1033,5
940,936,5
941,1094,5
942,1094,2
943,154,4
944,1094,5
945,1094,3
946,154,4
947,1140,5
948,154,2
949,936,4
950,1094,4
951,158,5
952,1033,4
953,154,4
954,1094,5
955,936,3
956,1094,5
957,936,5
958,936,5
959,1154,5
960,1022,4
961,949,5
962,154,4
963,1033,2
964,154,4
965,1140,3
966,936,5
967,1047,3
968,936,5
969,868,5
970,1094,5
971,936,5
972,1094,1
973,1033,5
974,936,5
975,1094,5
976,154,5
977,936,4
978,1094,5
979,154,5
980,1094,3
981,936,5
982,1094,5
983,936,5
984,1094,5
985,878,5
986,1145,5
987,1033,4
988,936,5
989,936,5
990,936,5
991,1033,5
992,878,3
993,1094,3
994,936,3
995,1047,5
996,936,5
997,936,5
998,854,5
999,936,5
1000,154,5
1001,1033,5
1002,1033,4
1003,936,3
1004,1094,5
1005,936,4
1006,936,5
1007,1047,5
1008,1094,5
1009,936,5
1010,936,5
1011,1047,5
1012,1094,5
1013,936,3
1014,936,5
1015,1094,5
1016,936,3
1017,1154,5
1018,936,5
1019,936,5
1020,936,5
1021,868,4
1022,854,1
1023,936,5
1024,949,4
1025,1094,5
1026,936,5
1027,1047,2
1028,1083,4
1029,949,5
1030,949,5
1031,949,5
1032,909,3
1033,949,5
1034,873,5
1035,873,5
1036,909,5
1037,1083,5
1038,873,5
1039,1172,5
1040,1083,5
1041,949,5
1042,949,5
1043,909,4
1044,864,4
1045,949,5
1046,949,2
1047,873,2
1048,873,5
1049,949,5
1050,949,5
1051,949,4
1052,873,1
1053,949,4
1054,873,3
1055,864,5
1056,864,4
1057,873,3
1058,873,5
1059,949,5
1060,1083,4
1061,909,2
1062,949,5
1063,949,2
1064,949,5
1065,864,5
1066,864,5
1067,873,5
1068,1099,5
1069,1001,4
1070,829,4
1071,815,5
1072,1099,2
1073,831,5
1074,738,5
1075,1099,4
1076,1094,5
1077,831,3
1078,1001,2
1079,895,5
1080,831,5
1081,895,5
1082,987,4
1083,1099,5
1084,1099,4
1085,868,4
1086,831,5
1087,829,4
1088,1099,5
1089,829,2
1090,829,4
1091,868,3
1092,831,5
1093,868,3
1094,1001,4
1095,829,3
1096,815,5
1097,895,5
1098,831,1
1099,815,2
1100,1099,5
1101,1099,4
1102,829,5
1103,831,5
1104,815,4
1105,1076,1
1106,815,3
1107,831,5
1108,815,5
1109,831,5
1110,877,4
1111,1068,3
1112,1020,3
1113,1068,5
1114,1020,1
1115,1068,5
1116,691,4
1117,831,3
1118,1068,4
1119,1089,2
1120,1089,4
1121,777,1
1122,860,3
1123,1089,5
1124,875,5
1125,992,5
1126,860,5
1127,777,5
1128,777,5
1129,860,5
1130,860,5
1131,927,3
1132,1089,4
1133,777,3
1134,992,4
1135,1068,2
1136,1068,5
1137,860,5
1138,831,5
1139,1020,3
1140,1089,3
1141,1068,2
1142,1089,3
1143,860,2
1144,993,5
1145,860,5
1146,777,5
1147,197,3
1148,860,4
1149,1068,3
1150,860,5
1151,860,4
1152,1042,4
1153,1060,5
1154,59,5
1155,1060,5
1156,1094,3
1157,1060,5
1158,1110,5
1159,235,1
1160,720,5
1161,1098,4
1162,59,5
1163,1060,4
1164,1060,4
1165,1110,5
1166,1082,5
1167,1060,3
1168,1060,5
1169,1060,5
1170,1042,4
1171,1060,5
1172,1060,4
1173,1110,5
1174,1060,3
1175,235,2
1176,1072,3
1177,1094,4
1178,1204,5
1179,1204,4
1180,1082,5
1181,1072,3
1182,1060,3
1183,1098,4
1184,1060,5
1185,1060,3
1186,1060,4
1187,1060,3
1188,1060,5
1189,1060,5
1190,1072,4
1191,1094,2
1192,1082,2
1193,720,4
1194,1060,5
1195,720,5
1196,1110,3
1197,1094,3
1198,1060,5
1199,720,5
1200,720,5
1201,1060,5
1202,1072,5
1203,1022,5
1204,1060,5
1205,1094,2
1206,1042,5
1207,1072,4
1208,1110,5
1209,1094,5
1210,1060,5
1211,1060,5
1212,868,5
1213,1094,5
1214,1094,3
1215,1095,3
1216,1028,5
1217,1095,5
1218,850,5
1219,850,5
1220,850,5
1221,850,3
1222,940,5
1223,868,2
1224,1028,5
1225,1095,5
1226,868,5
1227,1095,4
1228,850,5
1229,850,3
1230,1028,5
1231,1055,5
1232,850,4
1233,1095,3
1234,850,5
1235,1095,2
1236,1094,5
1237,850,5
1238,850,3
1239,850,4
1240,875,1
1241,850,5
1242,1094,5
1243,979,5
1244,979,5
1245,850,4
1246,850,4
1247,850,5
1248,850,5
1249,1095,5
1250,850,5
1251,940,4
1252,850,4
1253,850,5
1254,850,4
1255,1094,5
1256,868,5
1257,850,2
1258,850,3
1259,1095,5
1260,850,5
1261,979,5
1262,1095,4
1263,1095,3
1264,850,5
1265,1095,2
1266,1095,5
1267,1095,2
1268,850,5
1269,850,5
1270,850,5
1271,850,5
1272,850,3
1273,850,2
1274,1095,4
1275,850,4
1276,850,5
1277,850,5
1278,850,5
1279,850,2
1280,940,5
1281,875,5
1282,868,4
1283,850,4
1284,1095,3
1285,979,5
1286,875,5
1287,1095,5
1288,850,2
1289,850,3
1290,1095,5
1291,850,4
1292,873,4
1293,850,4
1294,1095,5
1295,875,4
1296,1095,4
1297,1095,4
1298,1095,5
1299,868,5
1300,850,2
1301,1028,5
1302,1095,5
1303,1095,2
1304,850,5
1305,875,5
1306,850,2
1307,940,5
1308,1095,5
1309,868,5
1310,875,5
1311,940,5
1312,850,5
1313,873,5
1314,1095,4
1315,836,4
1316,836,2
1317,836,4
1318,836,3
1319,836,5
1320,865,5
1321,836,5
1322,819,4
1323,865,5
1324,836,5
1325,819,5
1326,819,3
1327,1080,3
1328,865,5
1329,836,4
1330,836,5
1331,836,2
1332,836,4
1333,836,5
1334,836,2
1335,1003,2
1336,836,5
1337,860,5
1338,867,5
1339,1022,1
1340,1098,4
1341,1098,1
1342,825,4
1343,708,5
1344,867,4
1345,850,5
1346,860,3
1347,946,2
1348,1098,3
1349,867,4
1350,1098,5
1351,860,3
1352,1098,5
1353,1098,3
1354,1022,5
1355,946,2
1356,850,2
1357,895,4
1358,850,1
1359,895,2
1360,861,5
1361,1098,2
1362,825,3
1363,850,5
1364,861,5
1365,1110,5
1366,867,5
1367,860,3
1368,860,4
1369,860,1
1370,946,1
1371,946,2
1372,867,5
1373,850,1
1374,867,5
1375,867,5
1376,850,1
1377,867,5
1378,860,5
1379,850,5
1380,867,4
1381,946,2
1382,1110,4
1383,1083,4
1384,867,5
1385,861,5
1386,860,4
1387,1081,5
1388,1110,5
1389,1098,5
1390,1083,2
1391,946,3
1392,936,5
1393,1098,5
1394,1081,4
1395,867,5
1396,1081,4
1397,860,4
1398,1110,4
1399,1110,5
1400,1022,5
1401,850,5
1402,860,5
1403,1110,3
1404,1074,4
1405,1094,5
1406,1025,5
1407,1094,5
1408,230,5
1409,837,3
1410,1081,4
1411,837,5
1412,442,4
1413,1025,4
1414,1094,4
1415,744,5
1416,1081,5
1417,1094,5
1418,1081,2
1419,837,2
1420,1094,5
1421,1094,3
1422,1081,5
1423,1081,3
1424,1081,5
1425,1081,5
1426,1094,4
1427,1081,4
1428,1094,5
1429,1025,4
1430,775,3
1431,1081,3
1432,1094,5
1433,1094,1
1434,1094,2
1435,1094,4
1436,442,5
1437,1081,4
1438,1081,5
1439,1081,5
1440,1087,1
1441,1081,5
1442,1025,5
1443,1094,5
1444,1094,4
1445,1087,5
1446,1094,5
1447,1094,3
1448,1081,5
1449,442,4
1450,1072,3
1451,829,3
1452,1175,3
1453,952,5
1454,411,5
1455,829,2
1456,411,3
1457,411,5
1458,952,5
1459,829,5
1460,829,5
1461,829,5
1462,411,2
1463,839,3
1464,411,2
1465,839,5
1466,952,4
1467,829,3
1468,411,5
1469,952,5
1470,1072,2
1471,993,3
1472,829,4
1473,829,4
1474,860,1
1475,860,5
1476,1027,5
1477,1098,5
1478,829,5
1479,936,5
1480,1066,5
1481,936,3
1482,1022,1
1483,860,2
1484,860,3
1485,1098,5
1486,949,4
1487,1066,5
1488,1027,3
1489,829,5
1490,936,5
1491,936,5
1492,860,5
1493,860,3
1494,1066,5
1495,949,3
1496,860,1
1497,1066,5
1498,949,3
1499,829,5
1500,1003,5
1501,860,5
1502,1008,5
1503,1080,3
1504,927,5
1505,1098,3
1506,831,5
1507,1020,5
1508,863,4
1509,1020,5
1510,977,1
1511,1080,4
1512,912,3
1513,865,5
1514,850,5
1515,1080,2
1516,1080,5
1517,947,3
1518,1020,5
1519,850,5
1520,947,5
1521,947,5
1522,424,3
1523,850,5
1524,485,5
1525,947,5
1526,927,5
1527,927,5
1528,927,3
1529,1020,5
1530,1020,5
1531,927,4
1532,977,5
1533,1080,4
1534,947,5
1535,831,4
1536,603,3
1537,865,5
1538,947,4
1539,947,4
1540,947,4
1541,424,5
1542,1020,5
1543,1122,5
1544,947,4
1545,947,2
1546,850,5
1547,1020,5
1548,947,4
1549,1020,5
1550,850,5
1551,1080,3
1552,947,4
1553,947,3
1554,850,5
1555,1022,5
1556,862,5
1557,1078,5
1558,1078,5
1559,1077,5
1560,1078,5
1561,985,5
1562,1201,3
1563,996,5
1564,864,3
1565,927,4
1566,1046,5
1567,864,5
1568,985,5
1569,1078,3
1570,862,5
1571,1046,5
1572,862,2
1573,1072,4
1574,1080,5
1575,985,4
1576,864,2
1577,927,5
1578,1078,5
1579,1072,4
1580,1078,5
1581,862,5
1582,1201,5
1583,1046,4
1584,942,4
1585,1059,5
1586,1059,3
1587,1094,5
1588,833,5
1589,1051,4
1590,833,5
1591,115,4
1592,878,5
1593,1094,4
1594,942,4
1595,115,3
1596,1059,5
1597,1078,4
1598,833,5
1599,1051,3
1600,1059,3
1601,1059,4
1602,1059,4
1603,1051,5
1604,1059,5
1605,1078,5
1606,1051,4
1607,833,5
1608,1051,5
1609,1059,5
1610,1051,4
1611,992,5
1612,1051,5
1613,1053,4
1614,1059,5
1615,825,5
1616,1059,2
1617,1094,5
1618,942,2
1619,1078,4
1620,992,4
1621,833,3
1622,1059,5
1623,1059,5
1624,1059,4
1625,1078,4
1626,1051,4
1627,1059,4
1628,1059,4
1629,1051,5
1630,833,5
1631,1094,5
1632,992,4
1633,1094,5
1634,1094,5
1635,942,2
1636,878,4
1637,992,5
1638,1051,3
1639,833,5
1640,1051,3
1641,1094,5
1642,1059,5
1643,867,4
1644,1013,5
1645,1044,3
1646,835,1
1647,1059,5
1648,835,5
1649,857,5
1650,867,5
1651,1104,4
1652,835,4
1653,835,4
1654,434,3
1655,878,3
1656,1020,5
1657,867,4
1658,1104,3
1659,867,5
1660,1059,4
1661,835,3
1662,835,5
1663,835,3
1664,1020,5
1665,835,1
1666,835,3
1667,867,5
1668,1020,5
1669,1059,5
1670,835,5
1671,1059,5
1672,1059,5
1673,867,5
1674,835,4
1675,835,5
1676,835,5
1677,1020,5
1678,878,2
1679,964,5
1680,178,3
1681,860,5
1682,860,4
1683,899,4
1684,914,5
1685,860,5
1686,225,5
1687,841,3
1688,862,5
1689,970,4
1690,862,3
1691,225,5
1692,899,5
1693,862,2
1694,899,2
1695,862,1
1696,899,4
1697,862,4
1698,899,5
1699,862,4
1700,860,4
1701,225,2
1702,860,4
1703,860,5
1704,860,4
1705,862,5
1706,860,3
1707,862,5
1708,899,3
1709,899,5
1710,398,4
1711,970,5
1712,860,4
1713,964,5
1714,862,5
1715,225,5
1716,899,4
1717,860,5
1718,964,5
1719,899,5
1720,862,5
1721,225,4
1722,895,2
1723,431,4
1724,862,5
1725,831,5
1726,899,5
1727,860,5
1728,225,5
1729,964,5
1730,862,5
1731,862,3
1732,841,2
1733,899,5
1734,841,4
1735,830,5
1736,1081,4
1737,1035,5
1738,984,5
1739,1008,1
1740,830,5
1741,984,5
1742,769,4
1743,1025,4
1744,830,3
1745,888,5
1746,1008,5
1747,34,5
1748,1008,3
1749,1008,5
1750,1081,4
1751,1008,4
1752,984,5
1753,888,4
1754,1008,5
1755,1095,4
1756,1095,5
1757,1008,5
1758,1013,1
1759,1027,5
1760,1095,3
1761,1095,3
1762,867,5
1763,1008,5
1764,867,3
1765,1008,4
1766,1095,5
1767,825,4
1768,825,4
1769,867,1
1770,867,2
1771,867,4
1772,1095,5
1773,1095,3
1774,1095,4
1775,867,4
1776,1008,5
1777,1095,4
1778,1008,5
1779,1008,5
1780,867,3
1781,867,5
1782,1008,5
1783,1095,4
1784,825,4
1785,825,5
1786,867,2
1787,867,5
1788,825,5
1789,1095,3
1790,1095,5
1791,825,5
1792,1095,4
1793,867,4
1794,825,5
1795,825,5
1796,1008,5
1797,867,5
1798,825,4
1799,1008,5
1800,921,5
1801,1095,4
1802,867,4
1803,1030,5
1804,1095,5
1805,867,4
1806,867,1
1807,1095,2
1808,822,4
1809,867,1
1810,1094,5
1811,994,5
1812,868,5
1813,481,4
1814,481,3
1815,1080,5
1816,1080,4
1817,994,5
1818,481,3
1819,481,2
1820,902,4
1821,1054,3
1822,1094,2
1823,1026,5
1824,868,3
1825,1054,5
1826,1080,5
1827,994,5
1828,1080,1
1829,1080,4
1830,1094,5
1831,1001,1
1832,1080,4
1833,903,5
1834,1026,5
1835,994,5
1836,1094,5
1837,1094,3
1838,481,5
1839,868,5
1840,994,4
1841,1094,5
1842,868,5
1843,1026,4
1844,1080,5
1845,1026,4
1846,1026,5
1847,1094,3
1848,1080,5
1849,1080,5
1850,1080,5
1851,868,4
1852,481,5
1853,1080,4
1854,857,1
1855,1080,5
1856,481,4
1857,1094,2
1858,1094,3
1859,857,4
1860,1094,5
1861,1026,4
1862,1026,5
1863,903,4
1864,1054,4
1865,1094,4
1866,1080,5
1867,1080,5
1868,1094,5
1869,857,3
1870,1080,5
1871,1094,5
1872,1094,5
1873,1001,2
1874,1080,5
1875,857,5
1876,1054,2
1877,1080,5
1878,860,5
1879,1059,5
1880,1066,5
1881,1094,5
1882,371,1
1883,1066,5
1884,828,4
1885,1035,5
1886,1059,4
1887,1059,5
1888,1066,4
1889,860,5
1890,838,2
1891,1081,2
1892,828,5
1893,898,2
1894,860,5
1895,1035,4
1896,1066,5
1897,1035,3
1898,1035,4
1899,860,5
1900,1066,5
1901,1066,5
1902,1066,5
1903,1036,5
1904,1078,5
1905,1094,5
1906,1081,3
1907,1059,5
1908,860,4
1909,1066,5
1910,1146,3
1911,206,5
1912,1066,5
1913,1059,5
1914,1066,5
1915,1082,5
1916,1035,5
1917,1066,5
1918,1066,4
1919,1035,5
1920,828,5
1921,1066,4
1922,1066,4
1923,828,5
1924,1059,5
1925,1078,5
1926,1082,1
1927,1059,5
1928,860,5
1929,1066,5
1930,1081,2
1931,860,5
1932,860,3
1933,1035,4
1934,1009,5
1935,1092,5
1936,872,5
1937,1016,2
1938,1197,5
1939,862,2
1940,1092,3
1941,1016,4
1942,862,5
1943,1092,3
1944,862,5
1945,1016,4
1946,1016,1
1947,862,5
1948,872,4
1949,1092,5
1950,807,5
1951,1197,5
1952,1016,2
1953,872,5
1954,1016,1
1955,1197,5
1956,1009,4
1957,793,4
1958,1009,3
1959,872,5
1960,1016,5
1961,1009,3
1962,1092,4
1963,1083,4
1964,1009,4
1965,1016,2
1966,1009,5
1967,1009,4
1968,862,5
1969,872,4
1970,862,5
1971,1016,4
1972,1016,4
1973,1092,5
1974,1092,5
1975,862,4
1976,872,5
1977,1016,2
1978,321,5
1979,807,5
1980,807,5
1981,872,5
1982,1092,5
1983,862,4
1984,1016,1
1985,1116,1
1986,1009,5
1987,1022,5
1988,831,5
1989,872,5
1990,831,5
1991,831,5
1992,831,5
1993,1146,5
1994,1097,4
1995,867,2
1996,927,4
1997,1022,5
1998,164,4
1999,1110,5
2000,1083,1
2001,1083,5
2002,1044,3
2003,1022,5
2004,1110,5
2005,1083,5
2006,1080,5
2007,1095,3
2008,1083,5
2009,164,4
2010,1083,5
2011,862,4
2012,862,4
2013,1134,5
2014,1110,5
2015,867,5
2016,862,5
2017,927,4
2018,63,3
2019,1095,5
